index_date,magalu_(reais),vendas_varejo
2015-01-01,0.0,0.0
2015-02-01,-0.02268413889704901,-1.5037609771300993
2015-03-01,-0.012044600602653,0.34139563834190767
2015-04-01,0.016932214176134025,0.062062092480786646
2015-05-01,-0.0003748338968800058,0.09118378509600689
2015-06-01,-0.006034488061955015,-1.5149438076085033
2015-07-01,0.024245374641084005,1.8266413436573004
2015-08-01,-0.0358044647102123,-3.13884939237019
2015-09-01,0.016527300278947,0.7901216753201936
2015-10-01,0.008274831239028203,1.8630012360936945
2015-11-01,0.0018385447172419994,-3.8741960637177897
2015-12-01,0.0470239286667453,3.795816634536493
2016-01-01,-0.0516634256875997,-3.9625568509269016
2016-02-01,0.0380989877655194,6.555478109391302
2016-03-01,0.014750722019794299,-1.4918947067684059
2016-04-01,-0.039236459340573196,-1.5110126748335944
2016-05-01,0.015180143980685998,-1.318975155497398
2016-06-01,-0.0022439030456459924,1.0519887542167936
2016-07-01,0.01219806517139499,-0.6956383793664997
2016-08-01,0.01999311448604099,-0.19218653472709946
2016-09-01,0.026684316881115028,-0.19225587400829625
2016-10-01,-0.024473493969656035,-1.0997127144713943
2016-11-01,0.01738869722681602,-0.12322135975780668
2016-12-01,-0.03821754909754699,1.5044210131165983
2017-01-01,0.06707932616429796,0.7611270483071024
2017-02-01,0.25373400977716404,1.1369933439820983
2017-03-01,-0.475667994818036,0.9735942535128999
2017-04-01,0.25404405330499,-1.251863400536692
2017-05-01,0.007890758151228972,2.856802763946689
2017-06-01,-0.13622760320204397,-0.03190384675198743
2017-07-01,0.39083269067496595,-1.0102422913920037
2017-08-01,0.2936494591798471,1.0650163180989978
2017-09-01,-0.47770680538911026,1.3909029070310055
2017-10-01,-0.6252695561031596,-2.4403247499350016
2017-11-01,0.32316473679058966,1.4057796029089928
2017-12-01,0.8884695740439301,1.2387817170340014
2018-01-01,-0.6068802950452601,1.5093367057850031
2018-02-01,0.11045181205266008,-0.9394139016440022
2018-03-01,0.014359665506320063,6.668047119630003
2018-04-01,-0.1975795060896699,-3.0894546676710064
2018-05-01,-0.04213394306228002,-2.5029342155779943
2018-06-01,0.4143960229311898,3.687598682011
2018-07-01,-0.5317237585360601,-2.4431868951010074
2018-08-01,-0.13612271902097994,5.030312276068003
2018-09-01,0.16969374712856045,-2.765728615222997
2018-10-01,1.16617930718642,1.8579056322769958
2018-11-01,-0.9443958503838803,0.6655845161930074
2018-12-01,0.3589568691671996,-2.400477162693008
2019-01-01,-0.4965953780212491,2.7218876187540104
2019-02-01,-0.08587273902951065,2.606756768318988
2019-03-01,0.25133517672905015,-1.8622307583009956
2019-04-01,0.1962636770510695,3.736621111546995
2019-05-01,-0.41888277259754947,0.24549283763400354
2019-06-01,0.11631239097736046,-2.7275645232000016
2019-07-01,1.0777882034002095,2.342645105208007
2019-08-01,-0.6372576188852292,-0.6456069677879981
2019-09-01,0.1422916034890287,-0.8064754101290106
2019-10-01,0.643022840815,3.021152256052005
2019-11-01,-0.43238534078433943,-0.6727983337259928
2019-12-01,-0.3423665358387993,1.094735203054995
2020-01-01,1.8050587543577983,1.4326215463839986
2020-02-01,-3.350333898615398,1.4399588199400029
2020-03-01,-1.401537375183901,-10.310904410375002
2020-04-01,5.0570668810611,-19.593921601813193
2020-05-01,0.5278999660789001,10.331075226333198
2020-06-01,-2.4703965293274006,12.678782041769992
2020-07-01,0.22884254611679822,6.8567136790280045
2020-08-01,1.4534007748583022,3.2410140797770026
2020-09-01,-1.9205425368799993,4.904003214986005
2020-10-01,1.074323040760298,4.286686397270984
2020-11-01,-0.8126505146217973,-1.755647769777994
2020-12-01,0.397423953973,1.5078093430850004
2021-01-01,-0.278020740128202,-5.126939562850993
2021-02-01,-1.3449423730811993,2.659430334095987
2021-03-01,-2.1600720699863025,3.8386768738430135
2021-04-01,2.0019319972522034,2.675645732433992
2021-05-01,-0.6884639770223018,5.319657755811988
2021-06-01,0.9523228622757998,0.5835367230750137
2021-07-01,-1.4935385766253972,4.2779322551319865
2021-08-01,-0.6338382702528023,-4.505815440759989
2021-09-01,-0.08318074111309848,-0.15282866021200903
2021-10-01,-0.8942024845348016,0.21677120953501117
2021-11-01,1.3006113827465295,3.6239380137130013
2021-12-01,2.153631536237171,0.964634714792993
2022-01-01,0.0,0.7463578512750075
2022-02-01,0.0,1.3456235174720064
2022-03-01,0.0,0.43691976939098254
2022-04-01,0.0,-3.118608545317983
2022-05-01,0.0,2.5628273693249923
2022-06-01,0.0,2.973221615815987
2022-07-01,0.0,1.4791047800590036
2022-08-01,0.0,0.8384583290560101
2022-09-01,0.0,0.931350531396987
2022-10-01,0.0,1.4936682337290108
2022-11-01,0.0,-0.02254312951399129
